linux dma in device drivers.mp4,29321205,/home/abdelwahed/Bureau/DESKTOP/today19012023/not_dispatched/linux dma in device drivers.mp4
Intro to Kernel Hacking - finding things to work on..mp4,23015212,/home/abdelwahed/Bureau/DESKTOP/today19012023/not_dispatched/Intro to Kernel Hacking - finding things to work on..mp4
ChatGPT Clone – OpenAI API and React Tutorial.mp4,155579788,/home/abdelwahed/Bureau/DESKTOP/today19012023/not_dispatched/ChatGPT Clone – OpenAI API and React Tutorial.mp4
Embedded Linux Concepts  1 [Arabic].mp4,26302569,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Embedded Linux Concepts  1 [Arabic].mp4
Intro to Embedded Programming.mp4,38012523,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Intro to Embedded Programming.mp4
Linux Kernel Programming 01 Compile and Boot.mp4,105574195,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Linux Kernel Programming 01 Compile and Boot.mp4
2- Embedded Linux Concepts  Companies  Prerequisites.mp4,20430698,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/2- Embedded Linux Concepts  Companies  Prerequisites.mp4
3- Embedded Linux Customization and Embedded System.mp4,24608270,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/3- Embedded Linux Customization and Embedded System.mp4
Structure in C  Fundamentals - Part 1 شرح.mp4,10833116,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Nouveau dossier/Structure in C  Fundamentals - Part 1 شرح.mp4
Structure in C Part 4  Structure padding and packing شرح.mp4,16795475,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Nouveau dossier/Structure in C Part 4  Structure padding and packing شرح.mp4
Structure in C  Nested and Self Referential Structure Part 3 شرح.mp4,10973282,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Nouveau dossier/Structure in C  Nested and Self Referential Structure Part 3 شرح.mp4
Structure in C part 5  #pragma and attributes with packing شرح.mp4,17292516,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Nouveau dossier/Structure in C part 5  #pragma and attributes with packing شرح.mp4
Structure in C  Pointer to structure Part 2 شرح.mp4,11407191,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Nouveau dossier/Structure in C  Pointer to structure Part 2 شرح.mp4
Embedded System and Embedded Linux.mp4,61091853,/home/abdelwahed/Bureau/DESKTOP/today19012023/Embedded_linux/Embedded System and Embedded Linux.mp4
APPRENDRE PYTHON [TUTO PROGRAMMATION COMPLET DÉBUTANT].mp4,173438853,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/APPRENDRE PYTHON [TUTO PROGRAMMATION COMPLET DÉBUTANT].mp4
Advance C programming  Linux system programming  Linux kernel internals  Linux live projects.mp4,363245630,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/Advance C programming  Linux system programming  Linux kernel internals  Linux live projects.mp4
Adding Variables in LLVM _ C++ _ Compiler Hacking.mp4,94371850,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/Adding Variables in LLVM _ C++ _ Compiler Hacking.mp4
Create a Wordpress Website using React   Wordpress RESTFUL API with React w Frontity.mp4,82490457,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/Create a Wordpress Website using React   Wordpress RESTFUL API with React w Frontity.mp4
Web Scraping with Python Beautiful Soup Crash Course - تعلم بايثون ويب سكرابينج لكسب المال.mp4,116171169,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/Web Scraping with Python Beautiful Soup Crash Course - تعلم بايثون ويب سكرابينج لكسب المال.mp4
PS - Apprendre Photoshop comme un pro en seulement 8 heures, par Thierry Dambermont.mp4,1637251488,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/PS - Apprendre Photoshop comme un pro en seulement 8 heures, par Thierry Dambermont.mp4
APPRENDRE PYTHON DE A à Z.mp4,482847009,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/APPRENDRE PYTHON DE A à Z.mp4
How To Get Started With PHP, Composer & Laravel (Windows & Mac).mp4,204160932,/home/abdelwahed/Bureau/DESKTOP/today19012023/summns_phone/How To Get Started With PHP, Composer & Laravel (Windows & Mac).mp4
Build a LinuxFromScratch System Part 3_ Downloading.mp4,89467286,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/vues/Build a LinuxFromScratch System Part 3_ Downloading.mp4
Linux Device Drivers Training 01, Simple Loadable Kernel Module.mp4,32086664,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/vues/Linux Device Drivers Training 01, Simple Loadable Kernel Module.mp4
Créez votre site web avec wordpress Formation Complete.mp4,464737914,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/Créez votre site web avec wordpress Formation Complete.mp4
Build a LinuxFromScratch System Part 9.5_ Corrections.mp4,69791058,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part 9.5_ Corrections.mp4
Build a LinuxFromScratch System Part 6_ Directories, Users and Groups.mp4,137361086,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part 6_ Directories, Users and Groups.mp4
Build a LinuxFromScratch System Part V-10_ System-V Init, Network.mp4,161289704,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part V-10_ System-V Init, Network.mp4
Build a LinuxFromScratch System Part 7_ Finalizing the Build System.mp4,192620304,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part 7_ Finalizing the Build System.mp4
Build a LinuxFromScratch System Part 4_ Compiling.mp4,240715727,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part 4_ Compiling.mp4
Build a LinuxFromScratch System Part V-11_ Kernel + Booting it up!.mp4,231760869,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part V-11_ Kernel + Booting it up!.mp4
Context-Free Grammars LL(k) Grammars.mp4,342797126,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Context-Free Grammars LL(k) Grammars.mp4
Build a LinuxFromScratch System Part 9_ Discussing the Packages + more Compiling.mp4,395916264,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part 9_ Discussing the Packages + more Compiling.mp4
Context-Free Grammars.mp4,121516522,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Context-Free Grammars.mp4
Build a LinuxFromScratch System Part 8_ Building the Target-System.mp4,202587519,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linuxfromscratch/Build a LinuxFromScratch System Part 8_ Building the Target-System.mp4
Linux Device Drivers Training 05, Module Parameters.mp4,23284794,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linux_device_driver/Linux Device Drivers Training 05, Module Parameters.mp4
Linux Device Drivers Training 03, Modules from Multiple C Files, MODULE_LICENSE(), __init.mp4,45992638,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linux_device_driver/Linux Device Drivers Training 03, Modules from Multiple C Files, MODULE_LICENSE(), __init.mp4
Linux Device Drivers Training 04, Exporting Symbols.mp4,22373635,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linux_device_driver/Linux Device Drivers Training 04, Exporting Symbols.mp4
Introduction to Linux Device Drivers   Part 1 The Basics.mp4,29018514,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linux_device_driver/Introduction to Linux Device Drivers   Part 1 The Basics.mp4
Linux Device Drivers Training 06, Simple Character Driver.mp4,72098335,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linux_device_driver/Linux Device Drivers Training 06, Simple Character Driver.mp4
Linux Device Drivers Training 02, module_init() and module_exit().mp4,29042038,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/linux_device_driver/Linux Device Drivers Training 02, module_init() and module_exit().mp4
LIVE Linux Kernel Driver Development xpad.mp4,840913914,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/LIVE Linux Kernel Driver Development xpad.mp4
Migration d'un site Wordpress vers un nouveau serveur Linux - Christophe Casalegno.mp4,236557410,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Migration d'un site Wordpress vers un nouveau serveur Linux - Christophe Casalegno.mp4
Livecoding bash  surveiller l'enregistrement de noms de domaines - Christophe Casalegno.mp4,87275103,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Livecoding bash  surveiller l'enregistrement de noms de domaines - Christophe Casalegno.mp4
Livecoding  écrire un script de backup Linux Fichiers et MySQL en shell BASH (Partie 1).mp4,183732239,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/vues/Livecoding  écrire un script de backup Linux Fichiers et MySQL en shell BASH (Partie 1).mp4
Les fondements du métier d’infogéreur - Christophe Casalegno.mp4,10262028,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Les fondements du métier d’infogéreur - Christophe Casalegno.mp4
J'ai traqué ce pirate informatique sur 3 continents ! - Christophe Casalegno.mp4,103998882,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/J'ai traqué ce pirate informatique sur 3 continents ! - Christophe Casalegno.mp4
J'ai sauvé ce Fournisseur d'accès Internet (FAI) d'une attaque informatique - Christophe Casalegno.mp4,362187491,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/J'ai sauvé ce Fournisseur d'accès Internet (FAI) d'une attaque informatique - Christophe Casalegno.mp4
Live coding  L'API Pingdom  Solarwinds dans un script SHELL BASH LINUX - Christophe Casalegno.mp4,178702061,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Live coding  L'API Pingdom  Solarwinds dans un script SHELL BASH LINUX - Christophe Casalegno.mp4
Livecoding bash _ mesurer la mémoire consommée par des PIDs sous Linux - Christophe Casalegno.mp4,56677857,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Livecoding bash _ mesurer la mémoire consommée par des PIDs sous Linux - Christophe Casalegno.mp4
Livecoding  écrire un script de backup Linux Fichiers et MySQL  MariaDB en shell BASH (Partie 5).mp4,582001094,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/script_backup/Livecoding  écrire un script de backup Linux Fichiers et MySQL  MariaDB en shell BASH (Partie 5).mp4
Livecoding _ écrire un script de backup en BASH sous Linux _ on optimise ! (Partie 6).mp4,250759823,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/script_backup/Livecoding _ écrire un script de backup en BASH sous Linux _ on optimise ! (Partie 6).mp4
Livecoding _ écrire un script de backup en BASH sous Linux _ on fixe et on filtre ! (Partie 7).mp4,160483750,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/script_backup/Livecoding _ écrire un script de backup en BASH sous Linux _ on fixe et on filtre ! (Partie 7).mp4
Livecoding _ écrire un script de backup Linux Fichiers et MySQL _ MariaDB en shell BASH (Partie 4).mp4,123053223,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/script_backup/Livecoding _ écrire un script de backup Linux Fichiers et MySQL _ MariaDB en shell BASH (Partie 4).mp4
Livecoding  écrire un script de backup Linux Fichiers et MySQL  MariaDB en shell BASH (Partie 2).mp4,84751060,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/script_backup/Livecoding  écrire un script de backup Linux Fichiers et MySQL  MariaDB en shell BASH (Partie 2).mp4
Live coding  un script de monitoring serveur complet en BASH sous Linux - Christophe Casalegno.mp4,702611237,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Live coding  un script de monitoring serveur complet en BASH sous Linux - Christophe Casalegno.mp4
Migrer 1500 applications avec du BASH _ l'analyse - Christophe Casalegno.mp4,275286299,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Migrer 1500 applications avec du BASH _ l'analyse - Christophe Casalegno.mp4
Livecoding _ un firewall en bash sous Linux - Christophe Casalegno.mp4,315118610,/home/abdelwahed/Bureau/DESKTOP/from_Scratch/niveau-script-avancee/Livecoding _ un firewall en bash sous Linux - Christophe Casalegno.mp4
VID_20230120_142917.mp4,2498086,/home/abdelwahed/Bureau/DESKTOP/Images_nature/others/VID_20230120_142917.mp4
VID_20230114_141111.mp4,7795508,/home/abdelwahed/Bureau/DESKTOP/Images_nature/others/VID_20230114_141111.mp4
VID_20230114_115030.mp4,22879701,/home/abdelwahed/Bureau/DESKTOP/Images_nature/others/VID_20230114_115030.mp4
VID_20230106_162409.mp4,7705330,/home/abdelwahed/Bureau/DESKTOP/Images_nature/others/VID_20230106_162409.mp4
VID_20221224_161036.mp4,69465347,/home/abdelwahed/Bureau/DESKTOP/Images_nature/others/VID_20221224_161036.mp4
VID_20230115_153040.mp4,146502843,/home/abdelwahed/Bureau/DESKTOP/Images_nature/others/VID_20230115_153040.mp4
Lecture 39 Microkernel, Exokernel, Multikernel.mp4,120178150,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 39 Microkernel, Exokernel, Multikernel.mp4
Lecture 34 Crash Recovery and Logging.mp4,122392589,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 34 Crash Recovery and Logging.mp4
Lecture 37 Scheduling Policies.mp4,128236075,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 37 Scheduling Policies.mp4
Lecture 36 Protection and Security.mp4,131262540,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 36 Protection and Security.mp4
Lecture 25 Multiple producer-multiple consumer queue, Semaphore.mp4,128957768,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 25 Multiple producer-multiple consumer queue, Semaphore.mp4
Lecture 27 Synchronization in xv6 acquirerelease, sleepwakeup, exitwait.mp4,115265523,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 27 Synchronization in xv6 acquirerelease, sleepwakeup, exitwait.mp4
Lecture 38 Lock-free multiprocessor coordination, Read-Copy-Update.mp4,120137325,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 38 Lock-free multiprocessor coordination, Read-Copy-Update.mp4
Lecture 14 Loading the Kernel, Initializing the Page Table.mp4,127558003,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 14 Loading the Kernel, Initializing the Page Table.mp4
Lecture 3 Threads, Address Spaces, Filesystem, Devices.mp4,123982194,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 3 Threads, Address Spaces, Filesystem, Devices.mp4
Lecture 9 Kernel data structures, Memory Management.mp4,117849055,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 9 Kernel data structures, Memory Management.mp4
Lecture 5 x86 Instruction Set, GCC Calling Conventions.mp4,75983849,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 5 x86 Instruction Set, GCC Calling Conventions.mp4
Lecture 23 Locking variations.mp4,127916259,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 23 Locking variations.mp4
Lecture 20 Handling User Pointers, Concurrency.mp4,80930213,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 20 Handling User Pointers, Concurrency.mp4
Lecture 19 Creating the first process.mp4,119916866,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 19 Creating the first process.mp4
Lecture 2 Introduction to UNIX System Calls Part 2.mp4,95290778,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 2 Introduction to UNIX System Calls Part 2.mp4
Lecture 15 Setting up page table for user processes.mp4,109339191,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 15 Setting up page table for user processes.mp4
Lecture 24 Condition Variables.mp4,126216173,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 24 Condition Variables.mp4
Lecture 18 Process kernel stack, Scheduler, Fork.mp4,121650983,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 18 Process kernel stack, Scheduler, Fork.mp4
Lecture 1 Introduction to UNIX System Calls Part 1.mp4,98404501,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 1 Introduction to UNIX System Calls Part 1.mp4
Lecture 22 Fine-grained locking and its challenges.mp4,118112219,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 22 Fine-grained locking and its challenges.mp4
Lecture 31 Storage devices, Filesystem interfaces.mp4,121660907,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 31 Storage devices, Filesystem interfaces.mp4
Lecture 8 Traps, Trap Handlers.mp4,124071706,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 8 Traps, Trap Handlers.mp4
Lecture 32 Filesystem Implementation.mp4,111498147,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 32 Filesystem Implementation.mp4
Lecture 10 Segmentation Review, Introduction to Paging.mp4,111520521,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 10 Segmentation Review, Introduction to Paging.mp4
Lecture 16 Processes in action.mp4,116207692,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 16 Processes in action.mp4
Lecture 6 Physical Memory Map, IO, Segmentation.mp4,127353024,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 6 Physical Memory Map, IO, Segmentation.mp4
Lecture 12 Process Address Spaces using Paging.mp4,111610140,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 12 Process Address Spaces using Paging.mp4
Lecture 13 Translation Lookaside Buffer, Large Pages, Boot Sector.mp4,113531380,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 13 Translation Lookaside Buffer, Large Pages, Boot Sector.mp4
Lecture 4 PC Architecture.mp4,124795121,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 4 PC Architecture.mp4
Lecture 17 Process structure, Context switching.mp4,110685032,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 17 Process structure, Context switching.mp4
Lecture 11 Paging.mp4,123863858,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 11 Paging.mp4
Lecture 21 Locking.mp4,122995650,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 21 Locking.mp4
Lecture 7 Segmentation, Trap Handling.mp4,115577830,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/vues/Lecture 7 Segmentation, Trap Handling.mp4
Lecture 26 Transactions and lock-free primitives, Readwrite locks.mp4,116959541,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 26 Transactions and lock-free primitives, Readwrite locks.mp4
Lecture 40 Virtualization, Cloud Computing, Technology Trends.mp4,136201679,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 40 Virtualization, Cloud Computing, Technology Trends.mp4
Lecture 33 Filesystem Operations.mp4,113152595,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 33 Filesystem Operations.mp4
Lecture 35 Logging in Linux ext3 filesystem.mp4,122075685,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 35 Logging in Linux ext3 filesystem.mp4
Lecture 29 Demand Paging; Introduction to Page Replacement.mp4,119956573,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 29 Demand Paging; Introduction to Page Replacement.mp4
Lecture 28 More sychronization in xv6 kill, IDE device driver; Introduction to Demand Paging.mp4,114158556,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 28 More sychronization in xv6 kill, IDE device driver; Introduction to Demand Paging.mp4
Lecture 30 Page Replacement, Thrashing.mp4,113316275,/home/abdelwahed/Bureau/DESKTOP/Lecture_hindi_linux_/Lecture 30 Page Replacement, Thrashing.mp4
COMPANY.mp4,423462058,/home/abdelwahed/Bureau/DESKTOP/Bright_coding/COMPANY.mp4
Api.mp4,199073843,/home/abdelwahed/Bureau/DESKTOP/Bright_coding/Api.mp4
meeting.mp4,236753160,/home/abdelwahed/Bureau/DESKTOP/Bright_coding/meeting.mp4
skills.mp4,194050237,/home/abdelwahed/Bureau/DESKTOP/Bright_coding/skills.mp4
Montage vidéo Linux avec Davinci Resolve 17.mp4,44932031,/home/abdelwahed/Bureau/DESKTOP/others/Montage vidéo Linux avec Davinci Resolve 17.mp4
How to add a system call to Linux Kernel-4.8.8.mp4,34284526,/home/abdelwahed/Bureau/DESKTOP/others/How to add a system call to Linux Kernel-4.8.8.mp4
Write and Submit your first Linux kernel Patch.mp4,52865343,/home/abdelwahed/Bureau/DESKTOP/others/Write and Submit your first Linux kernel Patch.mp4
Yocto Linux #6 - Application Deployment.mp4,51516596,/home/abdelwahed/Bureau/DESKTOP/others/Yocto Linux #6 - Application Deployment.mp4
Python 2 Vs Python 3.mp4,20480858,/home/abdelwahed/Bureau/DESKTOP/others/Python 2 Vs Python 3.mp4
Intro to Embedded Programming.mp4,38012523,/home/abdelwahed/Bureau/DESKTOP/others/Intro to Embedded Programming.mp4
Linux Kernel Programming 01 Compile and Boot.mp4,105574195,/home/abdelwahed/Bureau/DESKTOP/others/Linux Kernel Programming 01 Compile and Boot.mp4
Yocto Linux #3 - Hello World Kernel Module.mp4,73737910,/home/abdelwahed/Bureau/DESKTOP/others/Yocto Linux #3 - Hello World Kernel Module.mp4
Introduction to Linux Device Drivers   Part 1 The Basics.mp4,29018514,/home/abdelwahed/Bureau/DESKTOP/others/Introduction to Linux Device Drivers   Part 1 The Basics.mp4
01 - Network Fundamentals.mp4,251823845,/home/abdelwahed/Bureau/DESKTOP/others/01 - Network Fundamentals.mp4
GNU sed - the stream editor.mp4,120846726,/home/abdelwahed/Bureau/DESKTOP/others/GNU sed - the stream editor.mp4
Family.History.Mysteries.Buried.Past.2023.720p.PCOK.WEB-DL.MyCima.world.mp4,748647605,/home/abdelwahed/Bureau/DESKTOP/others/Family.History.Mysteries.Buried.Past.2023.720p.PCOK.WEB-DL.MyCima.world.mp4
Yocto Linux #4 - Kernel Module read, write, ioctl.mp4,89371915,/home/abdelwahed/Bureau/DESKTOP/others/Yocto Linux #4 - Kernel Module read, write, ioctl.mp4
Getting pixels on screen on Linux introduction to Kernel Mode Setting - Simon Ser.mp4,71148305,/home/abdelwahed/Bureau/DESKTOP/others/Getting pixels on screen on Linux introduction to Kernel Mode Setting - Simon Ser.mp4
How install libraries in qpython.mp4,3612725,/home/abdelwahed/Bureau/DESKTOP/others/How install libraries in qpython.mp4
شرح مختصر شامل الأساسيات عن TMUX LINUX.mp4,57351081,/home/abdelwahed/Bureau/DESKTOP/others/شرح مختصر شامل الأساسيات عن TMUX LINUX.mp4
(x86-64) GNU Assembler Crash-Course.mp4,214180656,/home/abdelwahed/Bureau/DESKTOP/others/(x86-64) GNU Assembler Crash-Course.mp4
(Re) Découvrir les outils UNIX (Grégoire Pineau).mp4,48751198,/home/abdelwahed/Bureau/DESKTOP/others/(Re) Découvrir les outils UNIX (Grégoire Pineau).mp4
Build a Kubernetes Cloud-Computing Cluster.mp4,147782574,/home/abdelwahed/Bureau/DESKTOP/others/Build a Kubernetes Cloud-Computing Cluster.mp4
How Cloud-Computing works.mp4,250036498,/home/abdelwahed/Bureau/DESKTOP/others/How Cloud-Computing works.mp4
Encryption (SSLTLS, RSA, Certificates, CAs).mp4,252906815,/home/abdelwahed/Bureau/DESKTOP/others/Encryption (SSLTLS, RSA, Certificates, CAs).mp4
Passer sur Linux quand on est créateur de contenu  (YouTube, Twitch, DaVinci Resolve).mp4,58657813,/home/abdelwahed/Bureau/DESKTOP/others/Passer sur Linux quand on est créateur de contenu  (YouTube, Twitch, DaVinci Resolve).mp4
linux dma in device drivers.mp4,29321205,/home/abdelwahed/Bureau/DESKTOP/others/linux dma in device drivers.mp4
Yocto Linux #5 - Final kernel driver.mp4,82857653,/home/abdelwahed/Bureau/DESKTOP/others/Yocto Linux #5 - Final kernel driver.mp4
Yocto Linux #1 - Initial setup and ZedBoard bring-up.mp4,71350204,/home/abdelwahed/Bureau/DESKTOP/others/Yocto Linux #1 - Initial setup and ZedBoard bring-up.mp4
Linux 101 (cour 17 - Udev.mp4,77640422,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 17 - Udev.mp4
Linux 101 - problème de SON (cour 9 - Périphérique (device) - suite ).mp4,129025440,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 - problème de SON (cour 9 - Périphérique (device) - suite ).mp4
Linux 101 (cour 6 -  permission des fichiers , lien symbolique ) prob son 27 minutes désolé.mp4,77126413,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 6 -  permission des fichiers , lien symbolique ) prob son 27 minutes désolé.mp4
Linux 101 (cour 12 - Révision des pipes suite et fin ).mp4,44262106,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 12 - Révision des pipes suite et fin ).mp4
Linux 101 (cour 15 - Scripting Bash - suite et fin).mp4,92414551,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 15 - Scripting Bash - suite et fin).mp4
Linux 101 (cour 16 - Réponse de latelier).mp4,51448202,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 16 - Réponse de latelier).mp4
Linux 101 (cour 10 - Révision Pipe ).mp4,76256150,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 10 - Révision Pipe ).mp4
Linux 101 (cour 8 - Périphérique (device) ).mp4,68514902,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 8 - Périphérique (device) ).mp4
Linux 101 (cour 14 - Scripting Bash - suite ).mp4,73807697,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 14 - Scripting Bash - suite ).mp4
Linux 101 (cours 5 - Redirection de flux ).mp4,60897864,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cours 5 - Redirection de flux ).mp4
Linux 101 (cour 13 - Scripting Bash ).mp4,88711425,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 13 - Scripting Bash ).mp4
Linux 101 (cour 11 - Révision pipe suite ).mp4,55874578,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 11 - Révision pipe suite ).mp4
Linux 101 (cour 6 -  Redirection de flux  suite , chaînage de commandes ).mp4,59658545,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 6 -  Redirection de flux  suite , chaînage de commandes ).mp4
Linux 101 (cour 7 - permission des fichiers , lien symbolique  suite).mp4,52456865,/home/abdelwahed/Bureau/DESKTOP/linux101_102/18files/planning/cours/Linux 101 (cour 7 - permission des fichiers , lien symbolique  suite).mp4
